index,name,synopsis,genre,netflix,tiving
851,리추얼: 숲속에 있다,"스웨덴 원시림으로 하이킹을 간 네 명의 오랜 친구. 마냥 신날 수만 없는 이들의 신경이 더욱 곤두서게 된 까닭은 무엇인가. 이유는 하나, 이 숲에 뭔가 있다.","영국 작품, 도서 원작 영화, 호러 영화",1,0
853,비독: 파리의 황제,19세기 파리. 악명 높은 범죄자 프랑수아 비독은 사형을 면하기 위해 경찰과 거래를 한다. 경찰들을 훈련시켜 범죄자들을 소탕하기로 한 것.,"프랑스 작품, 시대물, 드라마 장르",1,0
854,시간 여행자의 아내,"유전적 장애로 원치 않게 시간 여행을 하는 헨리. 준수한 외모의 도서관 사서인 그에겐 진정으로 사랑하는 여자가 있지만, 그녀의 삶에 가끔씩 불쑥 등장하는 것으로 만족해야 한다.","SF 영화, 미국 영화, 도서 원작 영화",1,0
855,"아버지, 군인, 아들","한 싱글 대디가 아프가니스탄에서 돌아온다. 회복되지 못할 부상만 남긴 전쟁. 이제 아버지와 두 아들은 희생의 여정을 떠난다. 그 길 끝에서, 구원을 찾을 수 있을까.","밀리터리 영화, 다큐멘터리 영화, 다큐멘터리·밀리터리",1,0
856,나의 특별한 사랑이야기,이혼 절차를 밟고 있는 부모가 어떻게 만났는지 궁금해하는 꼬마 마야에게 아빠 윌은 3명의 여성과 사귀었던 옛 연애담을 들려준다.,"로맨틱 코미디, 미국 영화, 로맨틱한 영화",1,0
857,아나콘다 2 - 사라지지 않는 저주,"불로장생의 난초를 구하려 겁 없이 정글로 뛰어든 연구진. 그러나 젊음의 명약을 선점한 채 이들을 기다리는 무리가 있었으니. 발아래를 조심하라. 휘감기는 순간, 끝이다.","미국 영화, 액션 & 어드벤처, 호러 영화",1,0
858,로빈 훗,"악랄한 노팅엄의 술수로 아버지가 죽자, 전설적인 명궁 로빈 후드는 복수를 위해 마을에서 쫓겨난 자들과 합류한다.","미국 영화, 시대물, 액션 & 어드벤처",1,0
859,내가 사랑했던 모든 남자들에게,"지금까지 다섯 명. 짝사랑만 고수해온 라라 진. 그런데 어느 날, 그들에게 쓴 비밀 러브레터가 발송됐다. 어떻게? 그건 중요하지 않다. 어제의 라라 진은 사라졌으니까.","로맨틱 코미디, 미국 영화, 청춘 영화",1,0
860,용쟁호투,소림사 무술인 리에게 영국 정보 요원이 찾아온다. 범죄 조직 두목의 섬에서 열리는 무술대회에 참가해 범죄 증거를 수집해 달라는 것. 그리하여 섬에 도착한 리는 무술 대결과 염탐을 이어간다.,"무술 영화, 미국 영화, 액션 & 어드벤처",1,0
861,백만장자의 첫사랑,"할아버지 유산을 물려받는 데 필요한 건 주민등록증뿐인 줄 알았던 문제아. 웬 강원도 고등학교에서 졸업해야 한다는 상속 조건 때문에 어쩔 수 없이 전학을 간다. 원하는 건 졸업장뿐인데, 억척스러운 반장이 눈에 밟히는 건 왜인지.","드라마 장르, 로맨틱한 영화",1,0
865,천일의 스캔들,"불린 가의 두 자매, 앤과 메리. 야심에 찬 그녀들이 막강한 권력의, 그러나 무자비한 헨리 8세의 마음을 사로잡기 위해 서로 경쟁한다.","영국 작품, 실화 바탕 영화, 시대물",1,0
866,우리 함께 아웃백으로!,우리가 위험해 보인다고요? 그건 다 오해예요! 따뜻한 마음씨를 가진 동물 친구들이 동물원에서 탈출해 고향을 찾으러 나선다.,"가족 영화, 미국 영화, 코미디",1,0
867,이보다 더 좋을 순 없다,강박증에 괴팍한 성미까지 갖춘 소설가. 이웃들에게 독설을 퍼붓던 그가 달라졌다. 게이 화가와 힘겹게 사는 싱글맘을 만나면서 찾아온 따뜻한 변화. 굳게 닫혔던 마음이 열리기 시작한다.,"로맨틱 코미디, 미국 영화, 로맨틱한 영화",1,0
868,푸리오자,한 여자 경찰이 전 남자친구에게 거부할 수 없는 제안을 한다. 형제를 감옥에 보내지 않으려면 경찰의 정보원이 되어 범죄 조직에 잠입해야 한다는 것.,"폴란드 작품, 액션 & 어드벤처",1,0
869,애프터,"일탈이라곤 해 본 적 없는 대학교 신입생 테사. 인생도 정해진 답을 따라 살면 된다고 생각했다. 캠퍼스 최고의 나쁜 남자, 하딘을 만나기 전까지는.","미국 영화, 청춘 영화, 도서 원작 영화",1,0
870,좀비랜드: 더블 탭,"세상이 망한 지 10년, 함께 좀비를 때려잡으며 가족이 된 4인방. 하지만 권태기와 사춘기 덕에 콩가루 집안이 되게 생겼다. 게다가 막내가 웬 히피 녀석이랑 떠나다니. 돌연변이 좀비, 비호감 생존자와 마주치더라도 막내를 되찾을 테다!","미국 영화, 호러 영화, 코미디",1,0
871,언더월드: 블러드 워,"뱀파이어를 말살하려는 라이칸의 리더 마리우스, 그리고 동족이지만 신뢰할 수 없는 뱀파이어 원로 세미라. 두 실세 사이에서, 뱀파이어 엘리트 전사 셀린느가 자신만의 전쟁을 벌인다. 사랑하는 딸을 지켜내야 하기에.","미국 영화, 액션 & 어드벤처, 호러 영화",1,0
872,메이헴,억울하게 해고된 변호사 데릭. 짐 싸서 나가려던 중 회사 건물이 봉쇄됐다. 충동대로 행동하게 만드는 바이러스가 퍼졌기 때문. 이를 기회로 데릭은 직장 상사들에게 통쾌한 복수를 시작한다.,"미국 영화, 액션 & 어드벤처, 호러 영화",1,0
873,스윙키즈,"한국 전쟁이 한창이던 시절. 또 하나의 전장인 포로수용소에 때아닌 춤바람이 분다. 대외 선전용 댄스단에 들어가 미제 춤에 빠진 사람들. 매직 슈즈를 신고 스텝을 밟는 순간, 모두 하나가 되는 마법이 벌어진다!",드라마 장르,1,0
877,트와일라잇: 브레이킹 던 part 1,"오랫동안 간절히 바랐던 결혼식. 이제 영원히 함께하게 된 벨라와 에드워드는 꿈결 같은 나날을 보내지만 얼마 지나지 않아 또다시, 삶과 죽음의 잔인한 갈림길 앞에 선다.","미국 영화, 청춘 영화, 도서 원작 영화",1,0
878,히틀러: 파시즘의 진화,"속임수, 심리 분석, 이미지 형성에 타고난 재능을 보였던 아돌프 히틀러가 비천한 신분을 극복하고 세계 정복을 꿈꾸기까지의 과정을 탐구한 다큐멘터리.","독일 작품, 밀리터리 영화, 다큐멘터리 영화",1,0
879,더 라스트 머시너리,전설로 남은 전직 특수 요원. 그가 아들을 구하기 위해 오랜 침묵을 깨고 돌아온다. 그러나 아빠 노릇은 어떤 미션보다 어려웠으니. 생전 처음 만난 다 큰 아들은 어떻게 대해야 하는 거죠?,"프랑스 작품, 액션 & 어드벤처, 코미디",1,0
881,가려진 시간,"그날, 친구들이 감쪽같이 동굴에서 사라졌다. 그곳을 유일하게 빠져나온 소녀 수린. 며칠 뒤, 실종됐던 친구 성민이 눈앞에 나타난다. 훌쩍 커버린 어른의 몸으로. 정말 내 친구 성민이라면, 그날 그 동굴에서 무슨 일이 있었던 거니.",드라마 장르,1,0
882,스시 장인: 지로의 꿈,10명의 손님만 받을 수 있는 도쿄의 작은 초밥집. 85세의 스시 장인 지로가 완벽한 맛의 향연을 선보이기 위해 오늘도 고군분투한다. 스시의 전설이 된 그의 철학과 인생을 담은 다큐멘터리.,"사회 & 문화 다큐멘터리, 다큐멘터리 영화, 실존 인물 다큐멘터리",1,0
883,얼터드 카본: 리슬리브,죽음에서 깨어난 타케시 코바치. 이제 그는 거대한 음모와 관련된 타투이스트를 보호해야 한다. 냉혹한 CTAC와 함께 야쿠자 두목의 죽음을 둘러싼 비밀을 밝혀야 한다.,"일본 작품, SF 영화, 일본 미스터리 & 스릴러 애니메이션",1,0
884,겟 스마트,비밀 첩보원으로서 제대로 활동하지 못하고 있던 불운한 요원 맥스웰 스마트는 첩보계의 슈퍼스타 '에이전트 99'와 함께 테러리스트 집단을 막아야만 한다.,"미국 영화, 액션 & 어드벤처, 코미디",1,0
885,왓 위민 원트,광고 회사에서 일하는 남성우월주의자 닉. 어느 날 감전 사고를 당한 그에게 특별한 능력이 생긴다. 여자들의 생각을 들을 수 있게 된 것! 하지만 이 능력이 생각처럼 유용한 것만은 아니다.,"로맨틱 코미디, 미국 영화, 로맨틱한 영화",1,0
886,그날의 분위기,"맹공남 vs 철벽녀! 작업 거는 남자와 수비 하는 여자가 만났다. 되느냐 마느냐, 썸이란 자고로 그날의 분위기에 달린 법. 창과 방패가 붙은 세기의 대결(?), 과연 그 결과는?","로맨틱 코미디, 로맨틱한 영화, 코미디",1,0
887,게드 전기: 어스시의 전설,"세계의 균형을 유지하는 빛이 약해지자, 인간의 대지에 이변이 발생한다. 심지어 인간과 다른 세상을 택했던 용마저 다시 등장한다. 과연 이것은 종말의 전조일까? 재앙의 원인을 찾기 위해 현자 하이타카와 왕자 아렌이 모험을 떠난다.","일본 작품, 도서 원작 애니메이션, 드라마 장르 애니메이션",1,0
889,다운폴: 더 보잉 케이스,단 몇 달 사이에 발생한 두 건의 비행기 추락 사고. 재앙의 원인은 무엇이었을까. 사건을 맡았던 조사관들이 안전보다 수익을 우선시했던 보잉의 행태를 공개한다.,"다큐멘터리 영화, 과학 & 자연 다큐멘터리, 미국 영화",1,0
890,언페이스풀,"사랑하는 남편과 결혼한 지 11년째. 지루할 정도로 완벽했던 코니의 삶에 한 남자가 나타난다. 서로를 탐닉하는 위험한 관계가 시작되고, 코니는 거부할 수 없는 치명적인 유혹에 빠져든다.","미국 영화, 스릴러 영화, 로맨틱한 영화",1,0
891,위크엔드 어웨이,크로아티아에 함께 여행 온 절친이 사라졌다. 베스는 친구의 행적을 필사적으로 추적하기 시작하고. 하지만 단서를 따라갈수록 충격적인 속임수가 하나씩 드러난다.,"미국 영화, 도서 원작 영화, 스릴러 영화",1,0
892,파이브 피트,"낭포성 섬유증을 앓는 소녀, 스텔라. 그리고 같은 병을 앓고 있는 소년, 윌. 서로를 좋아하지만, 이들에겐 거대한 장애물이 있다. 서로의 박테리아에 감염되지 않으려면 항상 6피트 이상 떨어져 있어야 한다는 것.","미국 영화, 청춘 영화, 드라마 장르",1,0
893,앵그리버드 더 무비,"분노 장애 치료라는 법정 최고형을 선고받은 레드. 피그들이 섬을 침략해 오자 억눌렀던 분노가 다시 고개를 든다. 에라, 모르겠다. 일단 우리 마을을 지키고 봐야 하는걸! 분노의 동지들이여, 나를 따르라!","가족 영화, 미국 영화, 코미디",1,0
894,위쳐: 늑대의 악몽 ? 동물 사전,"만티코어, 망령, 늑대 인간 등 《위쳐: 늑대의 악몽》에 등장하는 각종 괴물들. 어두운 신화 속 그들의 기원을 속속들이 파헤쳐 보자.","다큐멘터리 영화, 미국 영화, SF & 판타지 애니",1,0
895,더 게임 체인저스,"인간의 신체 능력을 강화하고 건강을 증진하는 식단은 무엇일까. 육식일까, 채식일까. 오랜 시간 논쟁의 중심이었던 주제. 그 답을 찾기 위해 UFC 선수가 직접 나섰다. 유명 과학자와 운동선수들이 직접 이야기하는 진실. 놀라지 마시라.","다큐멘터리 영화, TV 프로그램·음식 & 여행, 라이프스타일",1,0
898,시크릿 슈퍼스타,"노래도 작곡도 잘하는 인도의 10대 소녀. 가수가 되고 싶지만 아빠의 반대로 노래 경연 대회는 꿈도 못 꾸는 상황. 그러던 어느 날, 노래 부르는 영상을 유튜브에 올렸는데 그야말로 대박이 터졌다. 이제 소녀의 꿈이 이루어지는 걸까?","음악, 인도 작품, 힌디어 영화",1,0
901,홈 팀,자격 정지 처분을 받은 NFL 감독 숀 페이턴. 아들이 선수로 뛰는 형편없는 유소년 풋볼팀을 감독한다. 이제 아들과 다시 가까워질 수 있겠지? 실화 기반의 가족 코미디.,"가족 영화, 미국 영화, 코미디",1,0
902,마지막 게임,아버지의 마지막 부탁을 거절해야 했을까. 분쟁 지역에서 일어나는 일을 집요하게 파헤쳐 온 기자. 그녀가 무기 거래에 휘말려 남미로 향한다. 엄청난 기삿감이라 믿으며.,"사회 이슈 드라마 장르 영화, 미국 영화, 도서 원작 영화",1,0
903,데이비드 게일,"텍사스의 한 대학교수. 사형제 폐지를 주장하던 그가 누명을 쓰고 사형 선고를 받는다. 세상은 그의 억울함을 풀어줄 수 있을까. 무고한 이가 형장의 이슬이 되기 전에, 판결을 뒤집어야 한다.","미스터리, 사회 이슈 드라마 장르 영화, 미국 영화",1,0
904,레슬러,"레슬링 국가대표였지만 지금은 아들만 바라보는 싱글 대디 귀보. 어느 날, 국가대표 선발전을 앞둔 아들이 레슬링을 그만두겠단다. 이것도 모자라 노모의 잔소리에 아들 친구의 뜬금없는 고백까지 겹치며, 평범했던 그의 삶이 발칵 뒤집힌다.",코미디,1,0
905,트와일라잇: 이클립스,"피에 굶주린 적이 복수를 노리는 상황에서, 벨라는 뱀파이어 에드워드에 대한 사랑과 늑대인간 제이콥에 대한 감정 사이에서 고민하는데...","미국 영화, 청춘 영화, 도서 원작 영화",1,0
906,스켈리톤 키,뇌졸중으로 쓰러진 노인을 보살피기 위해 뉴올리언스의 대저택으로 향하는 젊은 호스피스. 그곳에서 그녀는 오래된 비밀을 드러낼 열쇠를 발견한다.,"미스터리, 미국 영화, 호러 영화",1,0
907,트라이얼 오브 더 시카고 7,평화를 바라는 젊은이들이 시카고에 모인다. 비폭력을 의도했으나 경찰과의 폭력적인 충돌로 번진 시위. 이에 가담한 이들이 미국 역사상 가장 악명 높은 재판에 소환된다.,"사회 이슈 드라마 장르 영화, 영화·법정, 실화 바탕 영화",1,0
908,나는 악마를 사랑했다,다정하고 똑똑한 그가 잔혹한 연쇄 살인마라니! 테드 번디와 사랑에 빠진 싱글 맘 리즈는 그의 범죄 사실을 수년간 믿지 못한다. 악명 높은 범죄 실화를 바탕으로 한 영화.,"영화·법정, 실화 바탕 영화, 미국 영화",1,0
910,케이프 피어,"성폭행범 맥스가 출소했다. 14년의 수감 생활을 끝내고 만난 바깥세상에서, 그의 관심사는 오로지 복수뿐. 무죄 입증의 기회를 고의로 포기한 변호사 탓에 지옥을 경험해야 했지. 받은 그대로, 아니 더 악마적이고 잔혹하게 갚아주리다.","미국 영화, 도서 원작 영화, 스릴러 영화",1,0
911,2020 트롯 어워즈,"전설의 가객부터 《미스터 트롯》과 《미스 트롯》의 신성들까지, 각 세대를 대표하는 스타들이 모였다. 흥겨운 음악과 화려한 볼거리의 향연. 이것이 진짜 트로트라네!",음악,1,0
912,쌍화점,"원나라의 간섭을 받는 고려. 후계자 생산 압박에 시달리던 왕이 극단의 처방을 내린다. 자신의 연인이자 호위무사에게 왕후와의 합궁을 명한 것. 하지만 그날 밤 이후, 세 사람의 운명은 영원히 바뀌고 만다. 금지된 사랑의 끝은 어디인가.","LGBTQ 영화, 시대물, 드라마 장르",1,0
913,극장판: 시티헌터 신주쿠 프라이비트,시티헌터 사에바 료가 돌아왔다! 얼마 전 고인이 된 과학자의 딸. 프로 용병 무리의 표적이 되자 해결사에게 도움을 요청한다.,"일본 작품, 액션 애니, 애니메이션 영화",1,0
914,무간도 III: 종극무간,조직이 보낸 첩자로서의 삶을 청산한 유건명. 과거를 지우기 위해 경찰 내부에 남아있는 다른 첩자를 색출하려 한다. 그러던 중 한 엘리트 경찰에게서 수상한 기미를 느끼고 뒤를 캐기 시작하는데. 운명의 족쇄에서 빠져나올 수 있을 것인가!,"홍콩 작품, 중국 영화, 액션 & 어드벤처",1,0
917,위쳐: 늑대의 악몽,"가난에서 벗어나고 싶었다. 타고난 운명을 거부하려 했다. 스스로 위쳐의 길을 택한 베스미어, 돈을 위해 괴물을 사냥하는 사내. 하지만 알 수 없는 위협과 더불어 과거의 어둠이 그를 덮친다.","도서 원작 시리즈, 미국 영화, 도서 원작 애니메이션",1,0
918,블랙홀: 사건의 지평선에서,한없이 신비한 블랙홀. 두 과학자 집단이 그 신비에 다가간다. 블랙홀의 이미지를 찍는 최초의 시도와 스티븐 호킹의 이론에서 출발한 연구. 지식의 경계 너머를 향한 놀라운 여정이 펼쳐진다.,"다큐멘터리 영화, 과학 & 자연 다큐멘터리, 미국 영화",1,0
919,다이버전트 시리즈: 얼리전트,"비어트리스, 터바이어스, 케일럽과 다른 몇몇은 장벽으로 둘러싸인 도시를 가까스로 탈출하고, 그동안 접근이 금지됐던 바깥세상에 발을 들여놓는다.","SF 영화, 미국 영화, 청춘 영화",1,0
921,스토어웨이,3인의 대원이 우주선에 몸을 싣고 화성으로 떠난다. 하지만 뜻하지 않게 그 여정에 합류한 네 번째 승객. 이제 모두의 생명이 위험하다. 그들은 어떤 선택을 내려야 할까.,"SF 영화, 스릴러 영화",1,0
922,심사관,"잘나가던 변호사가 마지못해 은퇴했다. 자신 때문에 패소한 자들의 한으로 저주받았다는 아내의 주장 때문. 이제 조용히 지내려 했건만, 남편 살해 용의자로 몰린 과부의 사연으로 은퇴를 번복하는데. 불의를 그냥 두고 볼 순 없잖아!","홍콩 작품, 무술 영화, 영화·법정",1,0
926,섬,"어느 외딴 낚시터, 몸 파는 여자와 자살하려는 남자가 물에 빠지듯 사랑에 빠졌다. 떠나려는 그를 아가미 꿰인 물고기처럼 낚아 올리는 여자. 그녀는 결코 떠날 수 없는 섬인가.",드라마 장르,1,0
927,범죄해결 특수반,미성년자 노동 착취 사건을 해결하기 위해 각양각색의 크루가 모였다. 그러나 흔하디흔한 사건인 줄 알았던 이번 일에는 엄청난 배후가 숨어 있었으니. 어두운 지하 세계가 모습을 드러낸다!,액션 & 어드벤처,1,0
928,트리플 9,"은행 강도극을 벌였으면서 돈은 그대로 둔 부패 경찰과 범죄자들. 러시아 마피아의 협박에 미국 정부를 털러 나서지만, 시간이 부족하다. 완전 범죄를 위해선 경찰 피살 코드를 발동시켜 시간을 버는 것뿐. 그렇다면 누굴 살해할 것인가.","미국 영화, 스릴러 영화",1,0
931,더 스트롱홀드,"출동해 봐야 매번 잡범만 잡을 뿐인 프랑스 마르세유의 형사 삼인조. 상부의 실적 압박이 거센 가운데, 마침 마약 조직을 일망타진할 기회가 왔다. 승진도 시켜 줄 테니 어떻게든 작전만 성공시키라는 주문에 그들이 팔을 걷어붙인다.","프랑스 작품, 액션 & 어드벤처",1,0
932,친구와 연인사이,오로지 육체적인 관계를 맺기로 한 엠마와 아담. 거짓말과 질투 그리고 사랑이 금지된 둘의 관계가 복잡해진다. 서로에게 예상치 못한 감정이 싹트기 시작하면서.,"로맨틱 코미디, 미국 영화, 로맨틱한 영화",1,0
933,미첼 가족과 기계 전쟁,"자동차를 타고 국토를 횡단할까 했는데, 이게 무슨 날벼락. 로봇들이 세상을 점령하다니. 이제 이상하기로는 세계 최강, 미첼 가족이 나설 수밖에. 인류는 우리가 구한다. 어떻게든 되겠지!","가족 영화, 미국 영화, 코미디",1,0
934,디바,"다이빙 스타 이영. 동료 겸 친구 수진과 함께 교통사고를 당한다. 이 사고로 수진이 실종된 후, 둘 사이에 숨겨져 있던 욕망과 시기를 알게 된 이영. 정상의 자리를 노리면서 광기에 빠진다.","미스터리, 스릴러 영화",1,0
935,패닉 룸,"한 여인과 그 딸이 뉴욕의 고급 주택으로 이사 온다. 이 집의 특이한 점이라면 첨단 시설을 갖춘 대피소 '패닉 룸'이 있다는 것. 새집에서의 첫날 밤, 3명의 남자가 집 안에 무단 침입하고 모녀는 패닉 룸으로 몸을 피한다.","미국 영화, 스릴러 영화",1,0
936,트리 오브 피스,"르완다에서 대학살이 발생했던 당시, 참극을 피해 한곳에 숨어든 네 명의 여성. 다른 배경을 지닌 이들 사이에서 영원히 지지 않을 자매애가 피어난다. 실화에 기반한 이야기.","미국 영화, 드라마 장르, 인디 영화",1,0
938,위시 드래곤,요술램프 속 지니? 아니 이 몸은 찻주전자 속의 위시 드래곤이란 말씀. 근데 천 년 만에 만난 주인이 이렇게 순박한 너라니. 한 가지 소원은 아까 들어줬고... 빨리 다음 소원이나 말해봐.,"가족 영화, 중국 본토 영화, 중국 영화",1,0
940,음양사: 청아집,"인간과 요괴가 공존하는 세상. 봉인된 요물이 깨어나고, 법사들이 하나씩 사라진다. 괴이한 일이 끊이지 않는 천도성. 음과 양의 균형이 삼라만상의 이치일지니, 바야흐로 음양사가 활약할 시대가 왔도다.","미스터리, 도서 원작 영화, 중국 본토 영화",1,0
941,파이브 건스,"남북전쟁이 끝난 미국. 철도회사 거물이 농장 토지를 손에 넣기 위해 위협하자, 제시 제임스는 분노로 들끓는 농장주들과 함께 거친 갱단을 꾸린다.","미국 영화, 서부 영화, 액션 & 어드벤처",1,0
942,실: 인연의 시작,어린 시절 첫눈에 반했지만 운명이 갈라놓은 두 남녀. 우연이 이들을 다시 만나게 한다. 마음을 뒤흔드는 나카지마 미유키의 노래 '실'에서 영감을 얻은 영화.,"일본 작품, 로맨틱한 영화",1,0
943,림 오브 더 월드,"외계인이 지구를 침공했다. 여름 캠프장에 고립된 네 명의 10대, 그들에게 떨어진 위험천만한 임무. 성격도 관심사도 제각각인데, 똘똘 뭉쳐서 세상을 구할 수 있으려나?","SF 영화, 미국 영화, 청춘 영화",1,0
944,스폰지밥,게살버거 조리법을 해적에게 도둑맞은 비키니 시가 혼란에 빠진다. 스폰지밥과 친구들은 조리법을 되찾기 위해 모험을 떠난다.,"가족 영화, 미국 영화, 코미디",1,0
945,1922,아내를 살해했다는 고백의 편지를 쓰는 농부. 하지만 그건 서두일 뿐이다. 그의 펜 끝에서 죄의식과 원한이 빚은 공포가 번져 나온다. 스티븐 킹의 동명 중편소설 원작.,"미국 영화, 시대물, 도서 원작 영화",1,0
946,새벽의 황당한 저주,"지루한 삶을 바꿔줄 녀석이 나타났다! 무료하게 살아가던 숀은 하루아침에 좀비로 뒤덮인 세상을 맞는다. 연애도 안 풀리는 마당에 좀비라도 있어 다행인가? 덤벼라, 좀비!","영국 작품, 호러 영화, 코미디",1,0
947,민날 무랄리,"벼락을 맞고 하루아침에 특별한 능력을 갖게 된 재단사 청년. 슈퍼히어로가 되어서 마을 사람들을 괴롭히는 악당을 무찌를 테다! 잠깐만, 그런데 당신이 악당이었어?","인도 작품, 말라얄람어 영화, 액션 & 어드벤처",1,0
949,히즈 올 댓,메이크오버 전문으로 잘나가는 10대 인플루언서 패짓. 그녀가 불가능한 작전에 돌입한다. 인기 없는 남학생 하나를 프롬의 왕으로 만드는 것! 10대 영화의 고전 《쉬즈 올 댓》의 리메이크다.,"로맨틱 코미디, 미국 영화, 청춘 영화",1,0
950,최후의 호흡,"북해의 깊은 해저. 유정을 수리하러 그곳까지 내려간 잠수부가 절체절명의 위기를 맞는다. 산소 공급이 끊긴 채 5분 분량의 비상용 산소로 버텨야 하는 상황. 잠수종과 연결된 선박마저 통제력을 잃은 마당에, 그는 과연 생존할 수 있을까.","영국 작품, 다큐멘터리 영화",1,0
951,콜디스트 게임,"1962년, 폴란드에서 열린 미국과 소련의 체스 대결. 소련의 챔피언에 대항해 미국은 천재 수학자를 투입한다. 하지만 그가 맡은 임무는 체스만이 아니었으니. 시합 뒤에 숨은 거대한 스파이 전쟁. 세계의 운명이 그의 손에 달렸다.","폴란드 작품, 영화·스파이, 스릴러 영화",1,0
953,킬링소프틀리,"조직이 관리하는 거액의 도박장이 양아치 도둑에게?털리자 구변 좋은?킬러가 고용되고, 킬러는?범인?추적과 일 처리를 시작한다.","미국 영화, 도서 원작 영화, 드라마 장르",1,0
955,맥시멈 리스크,"20년 전 헤어진 쌍둥이 동생 미하일이 주검으로 돌아왔다. 죽음의 배경을 파헤칠수록 짙어지는 의혹들. 그래서 경찰인 형이 선택한 극단적 방법. 진실과 복수를 위해, 오늘부터 그는 미하일이 된다.","미국 영화, 액션 & 어드벤처",1,0
956,스파이더위크가의 비밀,난생처음 시골로 온 아이들에게 이곳은 폐허나 다름없었다. 적어도 비밀의 책을 만나기까지는. 책의 봉인이 풀리자 마법 같은 모험이 펼쳐진다.,"가족 영화, 미국 영화, 도서 원작 영화",1,0
958,보글보글 스폰지밥: 극장판,"집게사장이 넵튠 왕의 왕관을 훔쳤다는 혐의를 받자, 스폰지밥과 뚱이는 집게사장의 무죄를 입증하기 위해 험난한 모험을 떠난다.","미국 영화, 코미디, 어린이 & 가족 영화",1,0
959,저수지 게임,"이명박 전 대통령의 검은돈을 추적하는 기자. '비자금 투어'에 올라 까도 까도 끝없이 나오는 수조 원대 돈의 행방을 쫓는다. 그리고 그 높으신 분의 꼬리, 드디어 밟았다!",다큐멘터리 영화,1,0
960,신의 분노,사랑하는 가족을 잃은 루시아나. 한때 자신을 고용했던 유명 소설가가 그 비극적인 죽음의 배후에 있다고 확신한 그녀는 기자를 찾아가 진실을 밝히려 한다.,"아르헨티나 작품, 도서 원작 영화, 스릴러 영화",1,0
961,너에게 가는 길,"커밍아웃한 자식 앞에 놓인 세상의 장애물을 이해하고, 함께 싸우며 든든한 지원군이 되어준 두 명의 한국 엄마. 그 여정을 따라간 다큐멘터리.","사회 & 문화 다큐멘터리, 다큐멘터리 영화, LGBTQ 영화",1,0
962,로렌조 오일,"치명적인 병에 걸린 아들을 살리기 위해 치료법을 찾는 부모. 모든 의학 정보를 필사적으로 뒤진 끝에 마침내 기적과도 같은 하나의 실마리를 발견하지만, 현실의 벽에 또다시 부딪힌다.","실화 바탕 영화, 미국 영화, 드라마 장르",1,0
965,비스트,일에 지친 전직 정보국 요원. 탈취된 쇼핑몰에서 긴장된 인질극 상황이 벌어지자 다시 현장에 돌아오게 된다.,"밀리터리 영화, 인도 작품, 타밀어 영화",1,0
966,내일이 없는 것처럼: 존 맥아피의 기구한 삶,"도망자로 살던 IT 선구자 존 맥아피와의 생생한 인터뷰. 실제 영상과 더불어 몰랐던 사실을 드러낸다. 수년간의 파란만장한 도주 생활, 그 이면을 보여주는 다큐멘터리.","다큐멘터리 영화, 실존 인물 다큐멘터리",1,0
967,스파링,누구도 기억 못 하는 별 볼 일 없는 중년 복싱 선수. 하루하루 존재 이유가 가족의 끼니를 책임지는 것뿐이던 그에게 일평생 몸담았던 복싱을 멋지게 마무리할 수 있는 마지막 기회가 왔다. 다름 아닌 복싱 챔피언의 스파링 상대가 된 것!,"프랑스 작품, 드라마 장르",1,0
968,호스텔,여자들과의 만남을 기대하며 슬로바키아의 호스텔에 체크인한 세 친구. 그러나 이들을 기다리고 있는 것은 상상을 초월하는 잔인한 고문이었다.,"미국 영화, 호러 영화",1,0
969,구타유발자들,"성악과 교수와 그 제자가 드라이브를 하러 간다. 강가에 차를 세운 교수는 음흉한 속내를 드러내고, 놀란 제자는 필사의 탈출을 감행. 하지만 비호감 사내들이 나타나며 상황은 극으로 치닫는다.","스릴러 영화, 코미디",1,0
970,패밀리 맨,펜트하우스와 화려한 생활. 성공한 투자전문가 잭에겐 부족한 게 없다. 모든 건 13년 전 연인과의 약속을 깨고 이 길을 택한 대가다. 약속대로 그녀와 결혼했다면 어땠을까. 그런데 이게 무슨 일. 하룻밤 사이 그 가정이 현실이 된다.,"미국 영화, 코미디, 블록버스터 코미디",1,0
971,바람 바람 바람,"중년이 될 때까지 한결같이 바람둥이로 살아온 남자. 제주도에 살면서 매제한테 불륜의 세계를 알려준다. 그래서일까, 권태로운 결혼 속에서도 바람만은 생각도 않던 매제가 매혹적인 여성에게 홀딱 빠졌으니. 첫 불륜, 설레면 이상한 거야?","로맨틱 코미디, 로맨틱한 영화, 코미디",1,0
972,남자사용설명서,영화계에서 성공하고자 노력하는 근면한 젊은 여성은 자신이 원하는 바를 이루는 데 도움이 되리라 약속하는 자기계발 비디오를 구매한다.,"로맨틱 코미디, 로맨틱한 영화, 로맨스·엉뚱하고 기발",1,0
973,스폰지밥 무비: 핑핑이 구출 대작전,"우리 핑핑이가 어디로 갔을까? 설마, 납치당한 건가? 사랑하는 반려 달팽이를 찾아 떠나는 스폰지밥. 뚱이도 함께 가야지. 비키니 시티를 벗어나 미지의 세계로, 출발이다!","가족 영화, 미국 영화, 코미디",1,0
