index,name,synopsis,genre,netflix,tiving
194,언터처블: 1%의 우정,전신 불구의 백만장자가 경력이라곤 하나 없는 전과자를 간병인으로 고용했다. 그 누구도 상상하지 못한 인연으로 엮인 두 사람의 우정 이야기. 실화를 바탕으로 했다.,"프랑스 작품, 코미디",1,0
195,이글 아이,갑자기 테러리스트 누명을 쓰고 FBI에 쫓기는 두 사람. 탈출 계획을 세워놨다는 수수께끼의 전화를 받는다. 온갖 기기로 지시를 내리며 도망치게끔 조종하는 이 목소리의 주인공은 누구인가.,"미국 영화, 액션 & 어드벤처",1,0
196,데스 위시 (2018),범죄자들이 아내와 딸을 잔인하게 공격했다. 복수심에 불타는 외과의사 폴 커시. 그는 자신만의 방법으로 정의를 실현하기로 한다.,"미국 영화, 도서 원작 영화, 액션 & 어드벤처",1,0
197,괴물,폐기된 독성 화학물질로 인해 탄생한 돌연변이 괴물이 딸을 낚아채자 한강 매점 주인은 딸을 구하기 위해 숨 가쁘게 움직인다.,"SF 영화, 액션 & 어드벤처, 호러 영화",1,0
200,나는 전설이다,"끔찍한 재앙 이후 홀로 살아남은 로버트 네빌. 과학자인 그는 매일 밤 피에 굶주린 변종 인류를 상대하며 폐허가 된 뉴욕에서 살고 있다. 또 다른 생존자를 찾기 위해 방송도 송출하지만, 매번 묵묵부답. 인류는 이대로 끝나는 것인가.","SF 영화, 미국 영화, 도서 원작 영화",1,0
201,군잔 삭세나: 더 카르길 걸,"인도와 파키스탄이 충돌한 카르길 전쟁. 그곳에 인도 최초의 참전 여성 조종사가 있었다. 수많은 사회적 장애물을 딛고 그녀는 어떻게 하늘로 날아올랐을까. 파일럿을 꿈꾸던 작은 소녀가 기적을 이루기까지, 그 찬란한 여정이 펼쳐진다.","밀리터리 영화, 사회 이슈 드라마 장르 영화, 인도 작품",1,0
202,캐스트 어웨이,페덱스의 시스템 엔지니어 척 놀런드가 탄 비행기가 태평양에 추락한다. 척은 무인도에서 살아남기 위해 홀로 외로운 투쟁을 시작한다.,"미국 영화, 액션 & 어드벤처, 드라마 장르",1,0
203,줄무늬 파자마를 입은 소년,베를린에서 폴란드로 이사 온 한 어린 소년이 철조망 너머의 다른 소년과 친구가 된다. 그러나 새로 사귄 친구가 수용소에 수감된 유대인이라는 사실을 모른다. ?,"밀리터리 영화, 영국 작품, 도서 원작 영화",1,0
204,야쿠자와 가족,"아버지를 잃고 십 대에 야쿠자가 된 겐지. 그에게 야쿠자는 삶의 방식이었고, 조직은 가족이었다. 1999년, 2005년, 2019년, 일본의 세 시대를 야쿠자로 살아온 한 남자의 이야기.","일본 작품, 드라마 장르",1,0
206,악인전,"나쁜 놈 둘이 뭉쳐 더 나쁜 놈 하나를 잡는다? 죽다 살아난 조직 보스와 미친개로 불리는 경찰의 공조가 시작된다. 공통 목표는 희대의 연쇄 살인마. 단, 이 악마는 먼저 잡는 쪽이 갖는다.",액션 & 어드벤처,1,0
208,인턴,"뜨거운 열정으로 단기간에 회사를 키워낸 30대 열혈 여성 CEO. 사별과 은퇴를 겪고 공허한 일상을 보내다가 새내기로 입사한 70세 남성 인턴. 문제없을까, 이 어색한 조합.","미국 영화, 코미디",1,0
209,날씨의 아이,"비가 그칠 줄 모르던 어느 여름. 집을 나와 도쿄로 온 고교생 호다카에게 낯선 도시 생활은 그리 녹록지 않다. 겨우 일자리를 구해 숙식을 해결하게 된 호다카. 우연한 사건을 계기로, 날씨를 바꾸는 능력을 지닌 히나라는 소녀를 만난다.","일본 작품, 로맨스 애니메이션, 드라마 장르 애니메이션",1,0
210,미이라 2,"고대 유물을 찾은 이집트 학자. 이것이 오래전 죽음의 신과 거래해 야욕을 펼쳤던 왕의 영혼을 깨울 줄이야. 그런데 여기서 끝이 아니었으니, 이 유물을 이용해 자기 뜻을 이루려는 자가 또 있었던 것. 차원이 다른 모험의 부활, 스타트!","미국 영화, 액션 & 어드벤처",1,0
211,리벤져,사형선고를 받고 인도양의 AP 101에 영구 격리된 남자. 특수 경찰이었던 그는 대체 무슨 범죄를 저지른 것일까. 악마들이 들끓는 죽음의 섬에서 피의 복수가 시작된다.,"무술 영화, 액션 & 어드벤처",1,0
212,원티드,"어느 날 만난 묘한 매력의 여인, 뒤이어 밝혀진 아버지의 비밀. 평온하던 그의 삶이 송두리째 뒤집힌다. 받아들일 수밖에 없는 운명, 평범한 남자의 비범한 변신이 시작된다.","미국 영화, 액션 & 어드벤처",1,0
213,GP506,비무장지대에서 병사 20명이 몰살당하는 의문의 사건이 벌어진 후 수사관으로 파견된 노 원사. 도착한 그곳에서 피범벅을 한 채 도끼를 손에 든 병사 한 명을 발견한다.,호러 영화,1,0
215,퍼펙트 케어,법원 지정 보호자로서 고령 고객들을 등쳐 먹는 그녀. 보호라는 명목으로 고객을 자기 손안에 가둬두는 게 특기다. 그런데 그녀가 최근에 눈독을 들이는 사냥감에는 뜻밖의 연줄이 딸려 있다? !,"LGBTQ 영화, 미국 영화, 스릴러 영화",1,0
216,올 더 머니,석유 업계의 거물 J. 폴 게티의 손자가 로마에서 납치됐다. 그러나 몸값을 한 푼도 줄 수 없다고 말하는 게티. 게일은 아들을 안전하게 데려오기 위해 억만장자 시아버지와의 싸움을 시작한다.,"미국 영화, 도서 원작 영화, 스릴러 영화",1,0
218,죽은 자들의 골짜기,스페인 내전 중에 나치의 실험으로 좀비가 탄생한다. 인육을 탐하는 이 괴물들을 맞닥뜨리면서 몇몇 숙적들은 함께 힘을 합쳐야 하는 상황에 놓인다.,"스페인 작품, 시대물, 도서 원작 영화",1,0
219,빅 브라더,한 고등학교에 비범한 선생님이 왔다. 눈길도 안 주는 문제아들의 마음을 단번에 사로잡은 그는 사실 전직 군인. 놀라운 신체 능력뿐 아니라 특이한 교수법으로 불량 학생들을 바르게 이끄는데. 이런 선생님은 난생처음이지?,"홍콩 작품, 무술 영화, 사회 이슈 드라마 장르 영화",1,0
221,삼국지 - 용의 부활,"천하의 패권을 두고 삼국이 전쟁을 일삼던 시대. 비천한 신분으로 태어난 한 사내가 뛰어난 지략과 용기로 이름을 떨친다. 오호장군의 반열에 오르며 전투의 신으로 불리던 그, 바로 조자룡이다.","무술 영화, 밀리터리 영화, 도서 원작 영화",1,0
222,솔트,"러시아 첩자로 몰린 CIA 요원 에블린 솔트는 도주를 시작하고, 추적자들을 교묘히 피해 누명을 벗기 위해서 그 동안 익힌 모든 기술을 동원한다.","영화·스파이, 미국 영화, 액션 & 어드벤처",1,0
223,미이라,이렇게 될 줄은 꿈에도 몰랐다고! 야심 차게 황금 유물을 찾아 떠난 고고학 탐사대. 보물을 찾기도 전에 저주받은 미이라를 살려낼 줄이야. 능청스러운 모험가와 살짝 어설픈(?) 이집트 학자는 과연 부활한 악령을 막아낼 수 있을까?,"미국 영화, 액션 & 어드벤처",1,0
224,미션 임파서블: 로그네이션,소속 기관의 해체로 뿔뿔이 흩어졌다가 고도로 훈련된 국제 테러조직의 위협에 다시 뭉친 에단 헌트와 팀원들. 역대 가장 강력한 적 앞에서도 결코 불가능한 미션이란 없다!,"영화·스파이, 미국 영화, 액션 & 어드벤처",1,0
225,레미제라블,"19세기가 낳은 불멸의 고전, 빅토르 위고의 《레미제라블》. 1985년 최초로 뮤지컬로 제작된 이 위대한 소설이 스크린으로 찾아왔다. 프랑스 혁명 이후를 배경으로 장발장이라는 인물을 통해 사랑과 용서, 희생과 구원을 노래하는 작품.","사회 이슈 드라마 장르 영화, 뮤지컬, 영국 작품",1,0
226,엘리시움,"부자들이 초호화 우주 도시로 이주한 사이, 지구에 남겨진 이들의 삶은 점점 더 황폐해진다. 2154년을 배경으로 펼쳐지는 디스토피아 스릴러 영화.","SF 영화, 미국 영화, 액션 & 어드벤처",1,0
227,나이스 가이즈,한 성인 영화 배우의 수상한 죽음을 조사하게 된 사설탐정과 청부 폭력업자. 이들이 본의 아니게 1970년대 LA의 위험한 사건들에 휘말리게 된다.,"미스터리, 미국 영화, 액션 & 어드벤처",1,0
228,에놀라 홈즈,"사라진 엄마를 찾아야 한다! 홈즈 가문답게 탐정 본능 장착하고 런던에 간 에놀라. 하지만 시작부터 도망자 신세의 귀족 청년과 엮여버렸다. 그 와중에 오빠 셜록까지 따돌려야 한다니. 미스터리 가득한 이 모험, 무사히 마칠 수 있을까?","미스터리, 가족 영화, 미국 영화",1,0
229,타짜: 원 아이드 잭,"도박장에서 출근 도장 찍으며 푼돈을 벌던 공시생 일출. 패기 좋게 벌인 판에서 거액의 빚을 졌다가, 정체불명의 타짜를 만나며 인생을 바꿀 찬스를 얻는다. 고수들과 한 팀으로 시작한 베팅. 카드 7장에 모든 걸 건다!",스릴러 영화,1,0
230,더 헤이트풀 에이트,"남북전쟁이 막을 내리고 수년 후, 죄수를 압송 중인 현상금 사냥꾼이 와이오밍의 거친 눈보라를 만나 산장에 고립된다. 그곳에서 만난 여섯 명의 행인. 그들은 누구이며 왜 그곳에 왔는가?","미국 영화, 서부 영화, 스릴러 영화",1,0
231,테이커스,같은 뜻을 갖고 모인 다양한 은행 강도들은 2천만 달러를 수송하는 무장한 차를 강탈하자는 전 동료의 제안을 받아들인다.,"미국 영화, 액션 & 어드벤처",1,0
232,백악관 최후의 날,"한미 최고위급회담이 열린 백악관. 북한 출신 테러리스트들이 한국 경호 요원으로 위장, 백악관을 점령하고 대통령을 인질로 잡는다. 절체절명의 위기 상황. 불의의 사고로 물러났던 전직 경호원이 대통령을 구하고자 홀로 적진으로 뛰어든다.","미국 영화, 액션 & 어드벤처",1,0
233,레스틀리스,극단적인 방법으로 사건을 은폐해 버린 부패 경찰. 정체불명의 목격자로부터 협박을 받으면서 그의 인생은 걷잡을 수 없는 소용돌이 속으로 빠져든다.,"프랑스 작품, 액션 & 어드벤처",1,0
234,원더우먼,지구를 수호하는 비밀의 왕국 데미스키라. 공주 다이애나는 전사가 되기 위한 훈련 중 자신의 특별한 능력을 감지한다. 어느 날 불시착한 조종사가 전한 소식. 인간 세상에서 전쟁이 벌어지고 있다니. 이제 낙원을 떠나 전장으로 가야 한다!,"미국 영화, 액션 & 어드벤처",1,0
235,킹스글레이브: 파이널 판타지 XV,"마법 크리스털의 힘으로 유지되고 있는 루시스 왕국. 이곳으로 적군이 진격하기 시작한다. 침략을 막고 크리스털을 지킬 희망은 킹스글레이브 전사들뿐. 지금, 장대한 전쟁의 막이 오른다.","SF 영화, 미국 영화, 액션 & 어드벤처",1,0
236,웰컴 투 동막골,"전쟁이 한창이던 1950년, 세상과 동떨어진 한 마을. 불시착한 미군 조종사, 3명의 인민군, 2명의 국군이 운명처럼 이곳에 모이게 된다.","밀리터리 영화, 액션 & 어드벤처, 코미디",1,0
237,레전드 오브 타잔,"밀림의 왕, 유인원의 왕은 옛말이던가. 이제는 존 클레이턴 3세라는 이름으로 런던에 살고 있는 타잔. 고향이 식민주의자에게 점령당했다는 소식을 듣고 8년 만에 콩고를 찾는다. 그곳에 생각지도 못한 적이 기다리고 있다는 건 모른 채.","미국 영화, 시대물, 도서 원작 영화",1,0
238,"그 시절, 우리가 좋아했던 소녀","내 이름은 커징텅. 어느 날 사고를 친 대가로 모범생 션자이의 특별 감시를 받게 됐지. 그녀에 대한 마음이 커진 나는 고백을 했지만, 그녀의 대답은... 그 시절 우리의 이야기 들어볼래?","대만 작품, 로맨틱 코미디, 청춘 영화",1,0
241,리플리,카리스마 넘치는 상속자의 호화로운 삶에 교묘히 파고든 톰 리플리. 어느새 사기 행각에 익숙해진 그는 거짓말을 들키지 않기 위해 극단적인 행동도 마다하지 않는다.,"미국 영화, 도서 원작 영화, 스릴러 영화",1,0
242,패신저스,우주선 안의 동면 상태에서 예정보다 수십 년 일찍 깨어난 남자. 행성을 향한 여정을 홀로 견뎌야 하는데. 외로움에 지친 그는 한 승객을 두고 윤리적 딜레마에 빠진다.,"SF 영화, 미국 영화",1,0
243,막달라 마리아: 부활의 증인,"정혼을 거부했단 이유로 가족의 수치가 된 여성. 이후 예수의 가르침 아래 유일한 여사도가 된다. 자비심을 지닌 그녀, 어촌에서의 삶을 뒤로하고 예수의 여정에 동참하는데. 구세주의 시작과 끝을 목도하며 깨달은 구원은 과연 무엇이었을까.","영국 작품, 드라마 장르",1,0
244,주(?),"6년 전 종교적 금기를 깨고서 저주받은 여인. 이제, 자신의 행동이 초래한 결과로부터 딸을 지켜내야만 한다.","대만 작품, 중국 영화, 호러 영화",1,0
245,극장판 포켓몬스터: 뮤츠의 역습 EVOLUTION,이것은 날 만든 인간에 대한 역습이다! 최강의 포켓몬을 연구하던 과학자들에 의해 태어난 뮤츠의 복수 선언. 과연 지우와 피카츄 일행은 이 강적을 막아낼 수 있을 것인가?,"일본 작품, 가족 영화, 비디오게임 원작 애니메이션",1,0
246,랑종,"한 여성이 갈수록 이상한 행동을 하자, 어두운 비밀을 밝혀야 하는 무당. 가문에 얽힌 불길한 오랜 저주를 마주해야 한다.",호러 영화,1,0
247,바람의 검심 최종장: 더 비기닝,"마침내 십자 흉터의 비밀이 밝혀진다. 혼돈의 시대, 세상에 피의 비를 뿌리던 검객 켄신과 그의 인생을 바꾼 여인 토모에. 켄신의 모든 이야기는 여기에서 시작되고 여기에서 끝난다.","일본 작품, 시대물, 액션 & 어드벤처",1,0
248,내가 살인범이다,공소시효가 만료된 연쇄살인 사건. 어느 날 자신이 범인이라며 나타난 남자. 미남형 외모에 자서전까지 출간하며 일약 스타가 된다. 분노한 담당 형사는 마지막 미제사건을 파헤쳐 기필코 놈을 잡아넣으려 한다. 사건은 아직 끝나지 않았기에.,액션 & 어드벤처,1,0
249,바후발리: 폭풍의 신 (힌디어 판),죽은 아버지의 원한을 갚아라! 폭압에 시달리는 왕국을 구하러 나선 위대한 전설 속 전사 바후발리. 그 장대한 영웅 서사시의 속편을 힌디어 버전으로 만난다.,"인도 작품, 힌디어 영화, 액션 & 어드벤처",1,0
250,목소리의 형태,"초등학교 때 청각 장애 소녀를 왕따로 만든 남학생. 시간이 지나 이 소녀와 다시 만나게 된다. 용서받을 자격 따윈 없다고 생각하지만, 과오를 바로잡으려고 노력하는데.","일본 작품, 학교 배경 애니, 일본 소년 만화를 만나다",1,0
251,킹 아서: 제왕의 검,"보라, 진짜 왕이 나타났도다! 우연히 바위에서 전설의 검을 뽑아 왕으로 추대된 아서. 거부할 수 없는 운명에 끌려 마법사와 원정대를 이끌고 반란을 일으킨다. 사악한 야욕에 눈이 먼 삼촌을 제압하고 자신의 왕국을 되찾기 위해.","미국 영화, 액션 & 어드벤처",1,0
252,밥정,한국의 산간벽지를 누비며 자연을 재료 삼아 음식을 만드는 임지호 셰프. 그가 자신의 어머니들을 위해 그리움의 성찬을 준비한다.,"다큐멘터리 영화, TV 프로그램·음식 & 여행",1,0
253,극장판 짱구는 못말려 9기: 어른제국의 역습!!,20세기 박물관을 다녀온 떡잎마을의 어른들이 이상해졌다. 추억에 빠져 할 일을 내팽개치고 있는데. 지금 이 무책임한 어른들을 짱구가 구해야 한다.,"일본 작품, 가족 영화, 애니메이션 영화",1,0
254,악녀,국가정보원의 비밀 조직에 스카우트된 전문 킬러. 자유를 대가로 10년 동안 근무하기로 하지만 이 세상에 있어선 안 될 남자가 나타난다. 드러나는 비밀을 마주한 그녀의 운명은 복수뿐. 둘 중 하나가 죽어야만 끝나는 혈전이 시작된다.,액션 & 어드벤처,1,0
255,인 타임,아무도 늙지 않는 가까운 미래에 한 남자는 수십 년 전 죽은 부유한 살인 희생자로부터 유산을 물려받아 용의자가 된다.,"SF 영화, 미국 영화, 액션 & 어드벤처",1,0
256,워터월드,"미래의 어느 날, 빙하는 녹아내렸고 문명은 물속으로 가라앉았다. 살아남은 자들의 생존 투쟁과 해적들의 끊임없는 위협. 유일한 희망은 전설의 ‘드라이랜드’를 찾는 것뿐!","SF 영화, 미국 영화, 액션 & 어드벤처",1,0
257,화이트 타이거,인도의 부유한 가문에서 기사 노릇을 하는 남자. 그에겐 야심이 있다. 기지와 간계도 있다. 가난에서 탈출해 사업가로 변신하는 그의 역정. 베스트셀러 소설이 원작이다.,"사회 이슈 드라마 장르 영화, 미국 영화, 도서 원작 영화",1,0
258,유체이탈자,"아무런 기억도 없이 12시간마다 다른 이의 몸에서 깨어나는 남자. 자신이 누군지, 왜 쫓기고 있는지 알아내기 위해 시간과의 사투를 벌인다.","미스터리, 액션 & 어드벤처",1,0
259,레지스탕스 뱅커,"자신의 미래도, 가족의 생명도, 나치와의 전쟁에 모두 걸었다. 비밀리에 지하 은행을 만들어 레지스탕스 지원에 나선 네덜란드 은행가. 그의 위험한 작전은 성공할까.","네덜란드 작품, 밀리터리 영화, 실화 바탕 영화",1,0
260,미씽: 사라진 여자,"이혼 후 육아와 일로 힘든 지선. 아이를 돌봐주는 보모 한매가 늘 고맙다. 그런데 한매가 아이와 함께 사라졌다. 전남편도, 경찰도 믿어주지 않자 직접 찾아 나선 지선. 조금씩 드러나는 한매의 실체에 몸서리친다. 대체 그녀는 누군가?",스릴러 영화,1,0
261,짐승의 시간,"특수 부대원으로 복무하다 퇴역한 남자. 전쟁과 폭력의 상처에 시달리고 가족마저 멀어진다. 그런데 유일하게 따르던 어린 딸이 누군가에게 납치당하다니. 심지어 용의자로 몰린 지금, 선택의 여지는 없다. 내면의 짐승을 깨울 수밖에.","이탈리아 작품, 액션 & 어드벤처",1,0
262,올드,외딴 해변으로 여행을 떠난 가족. 노화를 촉진하는 해변의 힘을 발견하고 충격에 빠진다. 일생이 단 하루로 축소된다면?,"미국 영화, 스릴러 영화, 호러 영화",1,0
263,맨 인 더 다크 2,누구에게도 의존하지 않는 맹인 퇴역 군인. 수양딸을 지키기 위해 어떤 위험에든 맞설 수 있도록 딸을 훈련시킨다. 그러나 두 사람은 과거의 일로 앙심을 품은 이방인에게 기습을 당하고 마는데.,"미국 영화, 호러 영화",1,0
264,화이,"아버지가 다섯인 소년 화이. 자신을 유괴한 범죄자들을 아버지로 알고 자란 화이는 아버지들처럼 괴물이 되어야 할 운명을 지녔다. 거부할 수 있을까, 괴물의 숙명을.",액션 & 어드벤처,1,0
265,노트북,니콜라스 스파크스의 베스트셀러 소설을 영화화한 작품으로 1940년대 신분 차이와 전쟁으로 헤어져야 했던 젊은 연인의 이야기를 그렸다.,"미국 영화, 도서 원작 영화, 드라마 장르",1,0
266,마리아,"냉혹한 암살자에서 평범한 주부로, 어두운 과거를 지우고 살아가는 마리아. 하지만 피에 굶주린 갱단이 사랑하는 가족을 위협해오자, 그녀의 킬러 본능이 다시 폭발한다.","필리핀 작품, 무술 영화, 액션 & 어드벤처",1,0
267,신과함께-죄와 벌,화재 현장에서 어린 소녀는 구했으나 자기 목숨은 지키지 못한 소방관. 그를 '귀인'이라 치켜세우는 차사들의 안내를 받아 저승에 도착한다. 일곱 개의 지옥에서 벌어지는 일곱 번의 재판. 그는 이 재판을 모두 통과해 환생할 수 있을까.,액션 & 어드벤처,1,0
268,시큐리티,"쇼핑몰 경비실에 취직한 첫날, 갱단에 쫓겨 쇼핑몰로 도망쳐온 소녀를 숨겨줬다가 갱단과 살벌한 전쟁이 벌어진다. 이래 봬도 해병대 출신 경비원. 소녀여, 너는 내가 지킨다!","미국 영화, 액션 & 어드벤처",1,0
269,세이프 하우스,안전 가옥을 지키고 있던 신참 CIA 요원. 전직 CIA 요원인 일급 범죄자가 수감되면서 괴한의 습격을 받는다. 이제 신참 요원은 범죄자를 안전한 곳으로 호송하고 음모를 밝혀야 한다.,"영화·스파이, 미국 영화, 액션 & 어드벤처",1,0
270,재심,출세를 위해 맡은 사건. 파고들수록 잊고 살았던 정의감에 불을 지핀다. 억울하게 살인범이 된 청년과 무명 변호사가 진실을 향해 벌이는 사투. 진실은 거짓을 이길까.,"사회 이슈 드라마 장르 영화, 실화 바탕 영화, 드라마 장르",1,0
271,코쿠리코 언덕에서,"1964년 도쿄 올림픽 한 해 전, 모두가 낡은 것을 부수고 새것이 좋은 것이라 믿었던 시절. 하숙집 코쿠리코를 운영하는 여고생 우미와 학생신문 기자 슌, 두 사람은 유서 깊은 동아리 건물의 철거 반대운동을 함께하며 가까워진다.","일본 작품, 가족 영화, 학교 배경 애니",1,0
272,터미네이터 제니시스,"심판의 날 이후 30년, 존 코너는 어머니를 구하고 재앙을 막기 위해 동료 카일을 80년대로 보내지만 과거는 변했다. 과거가 달라진 지금, 미래도 달라질 것인가?","SF 영화, 미국 영화, 액션 & 어드벤처",1,0
273,더 폰,"1년 전 괴한에게 살해된 아내에게서 전화가 걸려온다. 폰만이 과거를 되돌려놓을 유일한 연결고리인 지금, 동호는 폰 너머의 아내와 함께 무자비한 적과 사투를 벌인다.","미스터리, 액션 & 어드벤처",1,0
274,나의 문어 선생님,"남아프리카의 바다, 해초 숲을 헤엄치던 영화감독이 특별한 문어를 만난다. 경계에서 교감, 우정으로 발전하는 두 생명의 관계. 세계의 숨은 신비가 모습을 드러낸다.","남아공 작품, 다큐멘터리 영화, 과학 & 자연 다큐멘터리",1,0
275,고고70,음악에 대한 열정 하나로 밴드를 결성한 보컬 상규와 기타리스트 만식. 그룹사운드 경연대회에 도전하며 쏘울 충만한 발걸음을 내디딘다.,"사회 이슈 드라마 장르 영화, 음악, 드라마 장르",1,0
276,추격자,"출장 안마소를 운영하는 전직 형사. 데리고 있는 여자들이 사라지자 과거의 직감이 발동한다. 그리고 수상한 '그놈'과 마주친 순간, 희대의 살인마를 쫓는 추격전이 시작된다.",스릴러 영화,1,0
278,먼 훗날 우리,"고향 가는 기차에서 만난 두 청춘. 낯선 도시 베이징으로 돌아와 서로에게 의지한다. 10년 뒤, 다시 찾아온 우연. 그리운 사랑이 부르면, 이번엔 함께 뒤돌아볼까.","도서 원작 영화, 중국 본토 영화, 중국 영화",1,0
279,사냥의 시간,"경제 붕괴로 망가진 세상, 탈출을 꿈꾸는 친구들. 한탕을 노리던 그들이 잔혹한 사냥꾼의 표적이 된다. 사람답게 살고 싶었으나 사냥감이 되어버린 청춘들의 처절한 질주.",스릴러 영화,1,0
280,나잇 & 데이,"연애운이 좋지 않은 준은 우연하게 자신의 삶에 끼어든 미스터리한 남자에게 관심을 갖게 되고, 악당들을 상대로 한 모험에 말려든다.","로맨틱 코미디, 영화·스파이, 미국 영화",1,0
281,변산,"큰 꿈을 안고 상경했건만, 몇 년째 서울 종살이(?) 중인 무명 래퍼 학수. 어느 날 한 통의 전화를 받고 고향에 내려간다. 다신 가고 싶지 않았던 그곳에서, 지우려 했던 흑역사가 자꾸 소환되는데. 나 시방 서울 가야 쓰겄다!",드라마 장르,1,0
282,바람계곡의 나우시카,황폐한 죽음의 행성이 된 지구. 특별한 소녀 나우시카는 사람들과 힘을 합쳐 사악한 여왕의 악명 높은 군대를 막으려고 한다.,"일본 작품, 가족 영화, 애니메이션 영화",1,0
283,당신 거기 있어줄래요,해외에서 의료 봉사를 하던 수현은 한 아이를 살려준 답례로 10개의 알약을 건네받는다. 과거로 돌아가게 해준다는 신비의 알약. 수현은 알약의 도움을 받아 30년 전으로 시간 여행을 떠나기로 한다. 그리웠던 첫사랑을 만나기 위해.,"도서 원작 영화, 드라마 장르, 로맨틱한 영화",1,0
284,미션 임파서블 3,비밀 요원 이단 헌트가 다시 불가능한 임무에 뛰어든다. 일명 '토끼발'이라 불리는 무기를 손에 넣으려는 암거래상으로부터 사랑하는 아내를 구하기 위해.,"영화·스파이, 미국 영화, 액션 & 어드벤처",1,0
285,새벽의 저주,"어느 날 아침, 갑자기 미국 전역이 좀비 떼에 뒤덮인다. 죽을힘을 다해 도망치던 사람들이 몸을 피한 곳은 바로 동네 쇼핑몰. 과연 이곳이 안식처가 되어줄 수 있을까?","미국 영화, 호러 영화",1,0
286,프리즈너스,6살 딸이 유괴되고 수사에 진전이 없자?목수 켈러 도버는 범인을 직접 추적하기 시작한다.,"미스터리, 미국 영화, 스릴러 영화",1,0
289,암수살인,"수감 중인 살인범이 형사에게 전화를 걸어온다. 추가 살인을 언급하더니, 영치금과 물품을 요구하며 조금씩 흘리는 정보. 거짓이 교묘하게 섞여 있지만, 형사의 촉은 속일 수 없다. 분명 단서가 있을 것이다.",스릴러 영화,1,0
290,검사외전,"살인 누명을 쓰고 옥살이하는 다혈질 전직 검사. 반격을 위해 와신상담하며 기회를 노리던 중, 감옥 밖에서 작전을 대행해 줄 녀석을 만났다. 판 다 짰다, 움직여라 사기꾼아!",코미디,1,0
291,간츠: O,"한 번 죽었다가 다시 살아난 이들. 정체불명의 괴물을 죽여 100점을 채우면 3가지 보상을 받을 수 있다: 최신 무기, 죽은 자의 부활, 그리고 현실 세계로의 귀환.","일본 작품, SF 영화, 호러 애니메이션",1,0
292,바람을 길들인 풍차소년,"오랜 가뭄으로 식량난에 시달리는 말라위. 열세 살 소년 윌리엄은 과학책에서 본 내용을 토대로, 쓰레기와 고철을 이용해 풍차를 만든다. 실화를 바탕으로 한 이야기.","사회 이슈 드라마 장르 영화, 가족 영화, 실화 바탕 영화",1,0
293,더 길티,"911 전화 교환 업무를 맡게 된 경찰관. 심각한 위험에 처한 누군가가 전화를 걸어오자, 그녀를 구하기 위한 추적에 매달린다. 수화기 너머의 진실이 밝혀지고 심판의 순간이 올 때까지.","미국 영화, 스릴러 영화",1,0
294,화이널 디씨젼,747편 비행기를 납치한 테러리스트들. 항공기 전체를 신경가스 폭탄으로 만들어 워싱턴 DC에 투하하려 한다. 이에 특수부대가 실험용 비행기로 테러리스트를 막으러 나서는데.,"미국 영화, 액션 & 어드벤처",1,0
295,머큐리,"9살 자폐 소년이 미국의 일급 보안 코드를 깼다. 정부가 발칵 뒤집히고, 한물간 FBI 요원이 소년을 찾아 나서는데. 뭔가 석연치 않다. 이 아이, 내가 반드시 지켜야겠어!","영화·스파이, 미국 영화, 도서 원작 영화",1,0
296,브라이트,"인간과 오크, 엘프와 요정이 반목하며 공존하는 현대의 엘에이. 인간 경관 워드와 오크 파트너 자코비는 어느 밤, 갱들의 구역에 출동했다가 예기치 않은 회오리에 휘말린다.","미국 영화, 액션 & 어드벤처",1,0
297,와인 패밀리,"캐나다에서 CEO로 일하던 마크는 회사를 그만두고 귀향길에 오른다. 이탈리아 시골 마을로 돌아온 그의 새 임무는, 할아버지의 포도 농장을 되살리는 것.","캐나다 작품, 도서 원작 영화, 드라마 장르",1,0
298,친구 2,살인교사죄로 수감되었다가 17년 만에 출소한 준석. 아버지가 세웠던 조직을 되찾으려는 그는 감옥에서 자신을 따르던 성훈을 오른팔로 삼는다. 그날의 그 일은 서로 모른 채.,액션 & 어드벤처,1,0
301,컨테이젼,신종 바이러스의 확산으로 보건 당국에 비상이 걸린다. 치사율 25%에 치료법도 백신도 없는 상황. 그 와중에 보건 당국과 제약사가 공모했다는 음모론까지 나돌고 있으니. 하루빨리 해결책을 찾아야 한다. 전 세계가 대혼란에 빠지기 전에.,"미국 영화, 스릴러 영화",1,0
302,불도저에 탄 소녀,의문에 싸인 아버지의 자동차 사고. 울분에 찬 딸은 사건 뒤에 숨겨진 진실을 찾아 힘겨운 싸움을 벌인다.,드라마 장르,1,0
304,버드 박스,"미지의 재앙이 인류를 휩쓴다. 세상이 뒤집힌 지 5년. 용케 살아남은 여자와 그녀의 아이들이 또다시 위기에 처한다. 안전한 곳을 향해, 그들은 필사적인 모험을 감행한다.","SF 영화, 미국 영화, 도서 원작 영화",1,0
305,트랜스포머,오토봇과 디셉티콘이 지구의 자원 지배권을 두고 싸움을 벌인다. 인류 생존의 유일한 희망은 어린 샘 윗위키지만 그는 이 사실을 꿈에도 알지 못하는데...,"SF 영화, 미국 영화, 액션 & 어드벤처",1,0
306,그래비티,인공위성 잔해로 우주선이 파괴되면서 한 의료 기술자와 베테랑 우주 비행사가 지구와의 교신이 끊긴 채 우주에 남겨진다.,"SF 영화, 미국 영화, 스릴러 영화",1,0
